STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MK,North Macedonia,2018,,104.66,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MK,North Macedonia,2019,,105.42,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MK,North Macedonia,2020,,106.73,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MK,North Macedonia,2021,,110.36,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MK,North Macedonia,2022,,125.83,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2011,,94.10,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2012,,97.13,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2013,,98.08,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2014,,98.84,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2016,,100.90,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2017,,102.18,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2018,,103.95,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2019,,105.54,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2020,,106.37,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2021,,107.12,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,MT,Malta,2022,,113.69,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2011,,94.32,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2012,,96.99,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2013,,99.47,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2014,,99.79,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2016,,100.11,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2017,,101.40,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2018,,103.02,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2019,,105.78,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2020,,106.96,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2021,,109.98,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NL,Netherlands,2022,,122.78,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2011,,94.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2012,,94.3,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2013,,96.2,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2014,,98.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2015,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2016,,103.9,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2017,,105.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2018,,109.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2019,,111.5,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2020,,112.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2021,,117.2,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,NO,Norway,2022,,124.5,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2011,,96.3,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2012,,99.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2013,,100.6,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2014,,100.7,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2015,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2016,,99.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2017,,101.4,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2018,,102.6,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2019,,104.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2020,,108.6,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2021,,114.3,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PL,Poland,2022,,129.4,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2011,,96.54,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2012,,99.22,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2013,,99.65,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2014,,99.50,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2016,,100.64,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2017,,102.20,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2018,,103.40,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2019,,103.71,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2020,,103.58,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2021,,104.55,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,PT,Portugal,2022,,113.03,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2011,,92.84,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2012,,95.98,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2013,,99.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2014,,100.41,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2016,,98.93,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2017,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2018,,104.08,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2019,,108.15,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2020,,110.67,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2021,,115.21,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RO,Romania,2022,,129.06,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2011,,83.3,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2012,,89.4,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2013,,96.3,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2014,,98.5,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2015,,100.0,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2016,,101.3,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2017,,104.7,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2018,,106.8,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2019,,108.8,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2020,,110.7,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2021,,115.2,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,RS,Serbia,2022,,128.7,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2011,,97.75,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2012,,98.66,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2013,,99.10,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2014,,99.30,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2016,,101.14,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2017,,103.02,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2018,,105.12,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2019,,106.93,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2020,,107.63,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2021,,110.49,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SE,Sweden,2022,,119.39,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2011,,95.81,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2012,,98.50,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2013,,100.40,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2014,,100.77,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2016,,99.85,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2017,,101.40,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2018,,103.36,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2019,,105.11,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2020,,104.82,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2021,,106.97,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SI,Slovenia,2022,,116.94,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2011,,95.43,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2012,,99.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2013,,100.45,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2014,,100.35,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2016,,99.52,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2017,,100.90,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2018,,103.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2019,,106.33,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2020,,108.47,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2021,,111.53,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,SK,Slovakia,2022,,125.05,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2011,,72.79,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2012,,79.31,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2013,,85.22,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2014,,92.81,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2015,,100.00,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2016,,107.66,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2017,,119.63,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2018,,139.17,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2019,,160.30,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2020,,179.98,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2021,,215.24,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,TR,Türkiye,2022,,370.82,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2011,,93.4,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2012,,96.1,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2013,,98.5,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2014,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2015,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2016,,100.7,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2017,,103.4,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2018,,105.9,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,UK,United Kingdom,2019,,107.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2011,,96.20,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2012,,98.23,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2013,,99.46,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2014,,100.76,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2015,,100.00,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2016,,100.57,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2017,,102.34,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2018,,104.55,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2019,,105.99,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2020,,106.80,,d,definition differs (see metadata)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,US,United States,2021,,112.50,,d,definition differs (see metadata)
